INITIAL,NUMBER,Key,EntryLocation,ExitLocation,EntryDate,ExitDate
GMTX,2602,GMTX2602,X 344E,EN000 ,3/9/2017,3/14/2017
GMTX,2602,GMTX2602,X 344E,X 344E,3/14/2017,3/14/2017
GMTX,2602,GMTX2602,X 344E,X 344E,3/14/2017,3/14/2017
GMTX,2602,GMTX2602,X 344E,X 344E,3/14/2017,3/14/2017
GMTX,2613,GMTX2613,C 015 ,EN000 ,1/7/2017,2/6/2017
GMTX,2613,GMTX2613,C 015 ,C 015 ,2/6/2017,2/9/2017
GMTX,2613,GMTX2613,C 015 ,EN000 ,4/18/2017,5/2/2017
GMTX,2613,GMTX2613,C 015 ,C 015 ,5/2/2017,5/2/2017
GMTX,2613,GMTX2613,C 015 ,EN000 ,5/2/2017,5/11/2017
GMTX,2613,GMTX2613,C 015 ,C 015 ,5/11/2017,5/12/2017
GMTX,2614,GMTX2614,TP250S,EN000 ,1/17/2017,2/16/2017
GMTX,2614,GMTX2614,TP250S,TP250S,2/16/2017,2/16/2017
GMTX,2614,GMTX2614,TP250S,TP250 ,2/16/2017,2/16/2017
GMTX,2614,GMTX2614,TP250S,TP250S,2/16/2017,2/17/2017
GMTX,2614,GMTX2614,TP250S,EN000 ,3/29/2017,4/26/2017
GMTX,2614,GMTX2614,TP250S,TP250S,4/26/2017,4/26/2017
GMTX,2614,GMTX2614,TP250S,TP250 ,4/26/2017,4/27/2017
GMTX,2614,GMTX2614,TP250S,TP250S,4/27/2017,4/28/2017
GMTX,2614,GMTX2614,TP250S,TP250S,4/28/2017,4/28/2017
GMTX,2614,GMTX2614,TP250S,EN000 ,4/28/2017,5/20/2017
GMTX,2614,GMTX2614,TP250S,TP250S,5/20/2017,5/20/2017
GMTX,2614,GMTX2614,TP250S,TP250 ,5/20/2017,5/20/2017
GMTX,2614,GMTX2614,TP250S,TP250S,5/20/2017,5/21/2017
GMTX,2614,GMTX2614,TP250S,TP250S,5/21/2017,5/21/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,12/12/2016,1/25/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,1/25/2017,1/26/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,1/26/2017,2/2/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/2/2017,2/7/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/7/2017,2/7/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/10/2017,2/10/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/10/2017,2/11/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/11/2017,2/11/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/11/2017,2/12/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/12/2017,2/12/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/12/2017,2/13/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/13/2017,2/13/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/13/2017,2/14/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/14/2017,2/14/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/14/2017,2/15/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/15/2017,2/15/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/15/2017,2/16/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/16/2017,2/16/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/16/2017,2/17/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/22/2017,2/23/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/23/2017,2/23/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/25/2017,2/26/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/26/2017,2/26/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/26/2017,2/27/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/27/2017,2/27/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/27/2017,2/28/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,2/28/2017,2/28/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,2/28/2017,3/1/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/1/2017,3/1/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/4/2017,3/5/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/5/2017,3/5/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/5/2017,3/6/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/6/2017,3/6/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/6/2017,3/7/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/7/2017,3/7/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/9/2017,3/11/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/11/2017,3/11/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/11/2017,3/12/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/12/2017,3/12/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/12/2017,3/13/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/13/2017,3/13/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/13/2017,3/14/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/14/2017,3/14/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/14/2017,3/16/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/16/2017,3/16/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/16/2017,3/16/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/18/2017,3/18/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/18/2017,3/19/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/23/2017,3/23/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/23/2017,3/24/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/24/2017,3/24/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/24/2017,3/25/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/25/2017,3/26/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/26/2017,3/26/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/26/2017,3/27/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/27/2017,3/27/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/29/2017,3/30/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,3/30/2017,3/30/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,3/31/2017,4/1/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/1/2017,4/3/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/3/2017,4/4/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/4/2017,4/4/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/5/2017,4/5/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/5/2017,4/6/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/10/2017,4/11/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/11/2017,4/11/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/13/2017,4/15/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/15/2017,4/15/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/15/2017,4/16/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/16/2017,4/18/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/21/2017,4/22/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/22/2017,4/22/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/22/2017,4/23/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/23/2017,4/23/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/23/2017,4/23/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/23/2017,4/24/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/26/2017,4/26/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/26/2017,4/26/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/26/2017,4/27/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/27/2017,4/27/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/28/2017,4/29/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/29/2017,4/29/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/29/2017,4/29/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,4/29/2017,4/30/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,4/30/2017,5/1/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,5/1/2017,5/1/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,5/1/2017,5/2/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,5/2/2017,5/2/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,5/2/2017,5/3/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,5/3/2017,5/4/2017
GMTX,2623,GMTX2623,TB114 ,EN000 ,5/4/2017,5/4/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,5/4/2017,5/5/2017
GMTX,2623,GMTX2623,TB114 ,TB114 ,5/5/2017,5/10/2017
GMTX,2625,GMTX2625,RV323S,EN000 ,2/8/2017,4/2/2017
GMTX,2625,GMTX2625,RV323S,RV323S,4/2/2017,4/3/2017
GMTX,2625,GMTX2625,RV323S,RV323S,4/3/2017,4/3/2017
GMTX,2625,GMTX2625,RV323S,RV323S,4/3/2017,4/4/2017
GMTX,2625,GMTX2625,RV323S,RV323 ,4/4/2017,4/4/2017
GMTX,2625,GMTX2625,RV323S,RV323S,4/4/2017,4/5/2017
GMTX,2625,GMTX2625,RV323S,RV323S,4/5/2017,4/5/2017
GMTX,2673,GMTX2673,HL005 ,EN000 ,1/26/2017,2/9/2017
GMTX,2673,GMTX2673,HL005 ,HL005 ,2/9/2017,2/11/2017
GMTX,2673,GMTX2673,TP250S,EN000 ,3/23/2017,4/7/2017
GMTX,2673,GMTX2673,TP250S,TP250S,4/7/2017,4/7/2017
GMTX,2673,GMTX2673,TP250S,TP250 ,4/7/2017,4/11/2017
GMTX,2673,GMTX2673,TP250S,TP250S,4/11/2017,4/13/2017
GMTX,2673,GMTX2673,TP250S,TP250S,4/13/2017,4/13/2017
GMTX,2673,GMTX2673,TP250S,EN000 ,4/13/2017,5/3/2017
GMTX,2673,GMTX2673,TP250S,TP250S,5/3/2017,5/3/2017
GMTX,2673,GMTX2673,TP250S,TP250 ,5/3/2017,5/3/2017
GMTX,2673,GMTX2673,TP250S,TP250S,5/3/2017,5/4/2017
GMTX,2673,GMTX2673,TP250S,EN000 ,5/4/2017,5/16/2017
GMTX,2673,GMTX2673,TP250S,TP250S,5/16/2017,5/16/2017
GMTX,2673,GMTX2673,TP250S,TP250S,5/16/2017,5/16/2017
GMTX,2673,GMTX2673,TP250S,TP250S,5/16/2017,5/16/2017
GMTX,2679,GMTX2679,X 344E,EN000 ,1/4/2017,2/17/2017
GMTX,2679,GMTX2679,X 344E,X 344E,2/17/2017,2/18/2017
GMTX,2679,GMTX2679,X 344E,X 344E,2/18/2017,2/18/2017
GMTX,2679,GMTX2679,X 344E,X 344D,2/18/2017,2/22/2017
GMTX,2679,GMTX2679,X 344E,X 344E,2/22/2017,2/22/2017
GMTX,2679,GMTX2679,X 344E,X 344E,2/22/2017,2/23/2017
GMTX,2679,GMTX2679,JH404S,EN000 ,2/23/2017,2/23/2017
GMTX,2679,GMTX2679,JH404S,JH404S,2/23/2017,2/23/2017
GMTX,2679,GMTX2679,X 344E,EN000 ,4/12/2017,5/1/2017
GMTX,2679,GMTX2679,X 344E,X 344E,5/1/2017,5/2/2017
GMTX,2679,GMTX2679,X 344E,X 344D,5/2/2017,5/4/2017
GMTX,2679,GMTX2679,X 344E,X 344E,5/4/2017,5/5/2017
GMTX,2679,GMTX2679,X 344E,X 344E,5/5/2017,5/5/2017
GMTX,2679,GMTX2679,JH404S,EN000 ,5/5/2017,5/5/2017
GMTX,2679,GMTX2679,JH404S,JH404S,5/5/2017,5/5/2017
GMTX,2682,GMTX2682,TP250S,EN000 ,12/13/2016,1/7/2017
GMTX,2682,GMTX2682,TP250S,TP250S,1/7/2017,1/7/2017
GMTX,2682,GMTX2682,TP250S,TP250 ,1/7/2017,1/8/2017
GMTX,2682,GMTX2682,TP250S,TP250S,1/8/2017,1/9/2017
GMTX,2682,GMTX2682,TP250S,TP250S,1/9/2017,1/9/2017
GMTX,2682,GMTX2682,TB114 ,EN000 ,2/24/2017,3/27/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,3/27/2017,3/29/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,3/29/2017,4/4/2017
GMTX,2682,GMTX2682,TB114 ,EN000 ,4/4/2017,4/5/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,4/5/2017,4/6/2017
GMTX,2682,GMTX2682,TB114 ,EN000 ,4/6/2017,4/7/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,4/7/2017,4/10/2017
GMTX,2682,GMTX2682,TB114 ,EN000 ,4/10/2017,4/10/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,4/10/2017,4/11/2017
GMTX,2682,GMTX2682,X 344E,EN000 ,4/14/2017,4/14/2017
GMTX,2682,GMTX2682,X 344E,X 344E,4/14/2017,4/15/2017
GMTX,2682,GMTX2682,X 344E,X 344D,4/15/2017,4/15/2017
GMTX,2682,GMTX2682,X 344E,X 344E,4/15/2017,4/18/2017
GMTX,2682,GMTX2682,X 344E,X 344E,4/18/2017,4/19/2017
GMTX,2682,GMTX2682,JH404S,EN000 ,4/19/2017,4/21/2017
GMTX,2682,GMTX2682,JH404S,JH404S,4/21/2017,4/22/2017
GMTX,2682,GMTX2682,TB114 ,EN000 ,5/9/2017,5/26/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,5/26/2017,5/28/2017
GMTX,2682,GMTX2682,TB114 ,TB114 ,5/28/2017,5/30/2017
GMTX,2691,GMTX2691,SW523 ,EN000 ,1/19/2017,1/24/2017
GMTX,2691,GMTX2691,SW523 ,SW523 ,1/24/2017,1/24/2017
GMTX,2691,GMTX2691,SW523 ,EN000 ,2/9/2017,2/11/2017
GMTX,2691,GMTX2691,SW523 ,SW523 ,2/11/2017,2/13/2017
GMTX,2691,GMTX2691,MX283S,EN000 ,2/13/2017,2/16/2017
GMTX,2691,GMTX2691,MX283S,MX283S,2/16/2017,2/16/2017
GMTX,2691,GMTX2691,MX283S,MX283D,2/16/2017,2/18/2017
GMTX,2691,GMTX2691,MX283S,MX283S,2/18/2017,2/19/2017
GMTX,2691,GMTX2691,MX283S,EN000 ,2/25/2017,3/2/2017
GMTX,2691,GMTX2691,MX283S,MX283S,3/2/2017,3/2/2017
GMTX,2691,GMTX2691,MX283S,MX283D,3/2/2017,3/3/2017
GMTX,2691,GMTX2691,MX283S,MX283S,3/3/2017,3/4/2017
GMTX,2691,GMTX2691,MX283S,MX283S,3/4/2017,3/4/2017
GMTX,2691,GMTX2691,SW523 ,EN000 ,3/21/2017,3/21/2017
GMTX,2691,GMTX2691,SW523 ,SW523 ,3/21/2017,3/22/2017
GMTX,2692,GMTX2692,MX283S,EN000 ,2/10/2017,3/28/2017
GMTX,2692,GMTX2692,MX283S,MX283S,3/28/2017,3/29/2017
GMTX,2692,GMTX2692,MX283S,MX283D,3/29/2017,4/1/2017
GMTX,2692,GMTX2692,MX283S,MX283S,4/1/2017,4/2/2017
GMTX,2693,GMTX2693,AX345S,EN000 ,12/20/2016,1/13/2017
GMTX,2693,GMTX2693,AX345S,AX345S,1/13/2017,1/14/2017
GMTX,2693,GMTX2693,AX345S,AX345 ,1/14/2017,1/19/2017
GMTX,2693,GMTX2693,AX345S,AX345S,1/19/2017,1/20/2017
GMTX,2693,GMTX2693,AX345S,EN000 ,2/17/2017,2/28/2017
GMTX,2693,GMTX2693,AX345S,AX345 ,2/28/2017,2/28/2017
GMTX,2693,GMTX2693,AX345S,AX345S,2/28/2017,3/1/2017
GMTX,2693,GMTX2693,SO216 ,EN000 ,3/1/2017,3/18/2017
GMTX,2693,GMTX2693,SO216 ,SO216 ,3/18/2017,3/18/2017
GMTX,2693,GMTX2693,SO216 ,EN000 ,4/8/2017,4/15/2017
GMTX,2693,GMTX2693,SO216 ,SO216 ,4/15/2017,4/15/2017
GMTX,2693,GMTX2693,AX345 ,EN000 ,4/15/2017,4/21/2017
GMTX,2693,GMTX2693,AX345 ,AX345S,4/21/2017,4/21/2017
GMTX,2693,GMTX2693,AX345 ,AX345 ,4/21/2017,4/27/2017
GMTX,2694,GMTX2694,DM136 ,EN000 ,1/20/2017,3/1/2017
GMTX,2694,GMTX2694,DM136 ,DM136 ,3/1/2017,3/2/2017
GMTX,2694,GMTX2694,EC096 ,EN000 ,4/26/2017,4/26/2017
GMTX,2694,GMTX2694,EC096 ,EC096 ,4/26/2017,4/26/2017
HLCX,918,HLCX918,B 372E,EN000 ,1/13/2017,1/16/2017
HLCX,918,HLCX918,B 372E,B 372E,1/16/2017,1/18/2017
HLCX,918,HLCX918,B 372E,B 372 ,1/18/2017,1/21/2017
HLCX,918,HLCX918,B 372E,B 372 ,1/18/2017,1/21/2017
HLCX,918,HLCX918,B 372E,B 372E,1/21/2017,1/22/2017
HLCX,918,HLCX918,TB114 ,EN000 ,1/22/2017,1/23/2017
HLCX,918,HLCX918,TB114 ,TB114 ,1/23/2017,1/24/2017
HLCX,918,HLCX918,TB114 ,EN000 ,1/24/2017,3/31/2017
HLCX,918,HLCX918,TB114 ,TB114 ,3/31/2017,4/3/2017
HLCX,918,HLCX918,TB114 ,TB114 ,4/3/2017,4/9/2017
HLCX,918,HLCX918,B 372E,EN000 ,4/30/2017,5/2/2017
HLCX,918,HLCX918,B 372E,B 372E,5/2/2017,5/3/2017
HLCX,918,HLCX918,B 372E,B 372 ,5/3/2017,5/5/2017
HLCX,918,HLCX918,B 372E,B 372 ,5/3/2017,5/5/2017
HLCX,918,HLCX918,B 372E,B 372E,5/5/2017,5/6/2017
HLCX,918,HLCX918,B 372E,B 372E,5/6/2017,5/6/2017
HLCX,990,HLCX990,X 344E,EN000 ,2/23/2017,3/23/2017
HLCX,990,HLCX990,X 344E,X 344E,3/23/2017,3/24/2017
HLCX,990,HLCX990,X 344E,X 344D,3/24/2017,3/25/2017
HLCX,990,HLCX990,X 344E,X 344E,3/25/2017,3/26/2017
HLCX,990,HLCX990,X 344E,X 344E,3/26/2017,3/26/2017
HLCX,990,HLCX990,JH404S,EN000 ,3/26/2017,3/27/2017
HLCX,990,HLCX990,JH404S,JH404S,3/27/2017,3/27/2017
HLCX,1028,HLCX1028,B 009 ,EN000 ,10/18/2016,1/16/2017
HLCX,1028,HLCX1028,B 009 ,B 009 ,1/16/2017,1/17/2017
HLCX,1028,HLCX1028,B 009 ,B 009 ,1/16/2017,1/17/2017
HLCX,1028,HLCX1028,B 372 ,EN000 ,4/10/2017,4/10/2017
HLCX,1028,HLCX1028,B 372 ,B 372 ,4/10/2017,4/10/2017
HLCX,1028,HLCX1028,B 372 ,B 372 ,4/10/2017,4/10/2017
HLCX,1031,HLCX1031,B 461 ,EN000 ,2/10/2017,3/20/2017
HLCX,1031,HLCX1031,B 461 ,B 461 ,3/20/2017,3/26/2017
HLCX,1031,HLCX1031,B 372E,EN000 ,5/13/2017,5/22/2017
HLCX,1031,HLCX1031,B 372E,B 372E,5/22/2017,5/22/2017
HLCX,1031,HLCX1031,B 372E,B 372 ,5/22/2017,5/25/2017
HLCX,1031,HLCX1031,B 372E,B 372 ,5/22/2017,5/25/2017
HLCX,1031,HLCX1031,B 372E,B 372E,5/25/2017,5/26/2017
HLCX,1031,HLCX1031,B 372E,B 372E,5/26/2017,5/26/2017
HLCX,1032,HLCX1032,SP760S,EN000 ,12/31/2016,1/21/2017
