INITIAL,NUMBER,Key,EntryLocation,ExitLocation,EntryDate,ExitDate
ALS ,2000,ALS 2000,X 344E,X 344E,3/24/2017,3/24/2017
CNW ,8646,CNW 8646,NZ021S,NZ021 ,2/15/2017,2/16/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,2/16/2017,2/17/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,2/17/2017,2/17/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,2/17/2017,2/17/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/18/2017,2/18/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/18/2017,2/19/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/18/2017,2/19/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/19/2017,2/19/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/19/2017,2/20/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/19/2017,2/20/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/20/2017,2/20/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/20/2017,2/20/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/20/2017,2/20/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/20/2017,2/21/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/21/2017,2/22/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/21/2017,2/22/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/22/2017,2/22/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/22/2017,2/23/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/22/2017,2/23/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/23/2017,2/23/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/23/2017,2/24/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/23/2017,2/24/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/24/2017,2/24/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/24/2017,2/25/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/24/2017,2/25/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/25/2017,2/25/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/25/2017,2/26/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/25/2017,2/26/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/26/2017,2/26/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/26/2017,2/27/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/26/2017,2/27/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,2/27/2017,2/27/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/27/2017,2/28/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,2/27/2017,2/28/2017
CNW ,8646,CNW 8646,NZ021S,EN000 ,2/28/2017,2/28/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,2/28/2017,3/1/2017
CNW ,8646,CNW 8646,NZ021S,NZ021 ,3/1/2017,3/2/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,3/2/2017,3/2/2017
CNW ,8646,CNW 8646,NZ021S,NZ021S,3/2/2017,3/2/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/2/2017,3/3/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/3/2017,3/4/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/3/2017,3/4/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/4/2017,3/4/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/4/2017,3/4/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/4/2017,3/4/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/5/2017,3/5/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/5/2017,3/5/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/5/2017,3/5/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/6/2017,3/6/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/6/2017,3/6/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/6/2017,3/6/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/7/2017,3/7/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/7/2017,3/8/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/7/2017,3/8/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/8/2017,3/8/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/8/2017,3/8/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/8/2017,3/8/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/9/2017,3/10/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/10/2017,3/10/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/10/2017,3/10/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/10/2017,3/10/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/10/2017,3/11/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/10/2017,3/11/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/11/2017,3/11/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/11/2017,3/12/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/11/2017,3/12/2017
CNW ,8646,CNW 8646,NZ020 ,EN000 ,3/12/2017,3/13/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/13/2017,3/14/2017
CNW ,8646,CNW 8646,NZ020 ,NZ020 ,3/13/2017,3/14/2017
CNW ,8646,CNW 8646,NZ021 ,EN000 ,3/14/2017,3/15/2017
CNW ,8646,CNW 8646,NZ021 ,NZ021S,3/15/2017,3/16/2017
CNW ,8646,CNW 8646,NZ021 ,NZ021 ,3/16/2017,3/16/2017
CNW ,8701,CNW 8701,NZ021S,NZ021 ,2/15/2017,2/16/2017
CNW ,8701,CNW 8701,NZ021S,NZ021S,2/16/2017,2/17/2017
CNW ,8701,CNW 8701,NZ021S,NZ021S,2/17/2017,2/17/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,2/18/2017,2/18/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/18/2017,2/19/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/18/2017,2/19/2017
CNW ,8701,CNW 8701,NZ021S,EN000 ,2/19/2017,2/19/2017
CNW ,8701,CNW 8701,NZ021S,NZ021S,2/19/2017,2/20/2017
CNW ,8701,CNW 8701,NZ021S,NZ021 ,2/20/2017,2/25/2017
CNW ,8701,CNW 8701,NZ021S,NZ021S,2/25/2017,2/26/2017
CNW ,8701,CNW 8701,NZ021S,NZ021S,2/26/2017,2/26/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,2/26/2017,2/26/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/26/2017,2/27/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/26/2017,2/27/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,2/27/2017,2/27/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/27/2017,2/28/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/27/2017,2/28/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,2/28/2017,2/28/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/28/2017,3/1/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,2/28/2017,3/1/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/1/2017,3/1/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/1/2017,3/2/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/1/2017,3/2/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/2/2017,3/2/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/2/2017,3/3/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/2/2017,3/3/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/3/2017,3/3/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/3/2017,3/4/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/3/2017,3/4/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/4/2017,3/4/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/4/2017,3/4/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/4/2017,3/4/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/5/2017,3/5/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/5/2017,3/5/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/5/2017,3/5/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/5/2017,3/6/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/6/2017,3/6/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/6/2017,3/6/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/7/2017,3/7/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/7/2017,3/8/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/7/2017,3/8/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/8/2017,3/8/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/8/2017,3/8/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/8/2017,3/8/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/9/2017,3/10/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/10/2017,3/10/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/10/2017,3/10/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/10/2017,3/10/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/10/2017,3/11/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/10/2017,3/11/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/11/2017,3/11/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/11/2017,3/12/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/11/2017,3/12/2017
CNW ,8701,CNW 8701,NZ020 ,EN000 ,3/12/2017,3/13/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/13/2017,3/14/2017
CNW ,8701,CNW 8701,NZ020 ,NZ020 ,3/13/2017,3/14/2017
CNW ,8701,CNW 8701,NZ021 ,EN000 ,3/14/2017,3/15/2017
CNW ,8701,CNW 8701,NZ021 ,NZ021S,3/15/2017,3/16/2017
CNW ,8701,CNW 8701,NZ021 ,NZ021 ,3/16/2017,3/16/2017
EMDX,1601,EMDX1601,EC096 ,EN000 ,1/4/2017,1/5/2017
EMDX,1601,EMDX1601,EC096 ,EC096 ,1/5/2017,1/5/2017
EMDX,1601,EMDX1601,NZ021S,EN000 ,1/5/2017,1/6/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,1/6/2017,1/7/2017
EMDX,1601,EMDX1601,NZ021S,NZ021 ,1/7/2017,1/8/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,1/8/2017,1/8/2017
EMDX,1601,EMDX1601,NZ021S,EN000 ,1/8/2017,3/27/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,3/27/2017,3/28/2017
EMDX,1601,EMDX1601,NZ021S,NZ021 ,3/28/2017,3/28/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,3/28/2017,3/28/2017
EMDX,1601,EMDX1601,NZ021S,EN000 ,3/28/2017,3/31/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,3/31/2017,3/31/2017
EMDX,1601,EMDX1601,NZ021S,NZ021 ,3/31/2017,3/31/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,3/31/2017,4/1/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,4/1/2017,4/1/2017
EMDX,1601,EMDX1601,EC096 ,EN000 ,4/1/2017,4/2/2017
EMDX,1601,EMDX1601,EC096 ,EC096 ,4/2/2017,4/2/2017
EMDX,1601,EMDX1601,NP162S,EN000 ,4/7/2017,4/8/2017
EMDX,1601,EMDX1601,NP162S,NP162S,4/8/2017,4/8/2017
EMDX,1601,EMDX1601,NX284E,EN000 ,4/20/2017,4/22/2017
EMDX,1601,EMDX1601,NX284E,NX284E,4/22/2017,4/22/2017
EMDX,1601,EMDX1601,NX284W,EN000 ,4/22/2017,4/27/2017
EMDX,1601,EMDX1601,NX284W,NX284W,4/27/2017,4/27/2017
EMDX,1601,EMDX1601,NX284S,EN000 ,4/27/2017,4/27/2017
EMDX,1601,EMDX1601,NX284S,NX284S,4/27/2017,4/28/2017
EMDX,1601,EMDX1601,NX284S,NX284S,4/28/2017,4/30/2017
EMDX,1601,EMDX1601,NX284S,NX284 ,4/30/2017,5/4/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/4/2017,5/4/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/4/2017,5/4/2017
EMDX,1601,EMDX1601,NX001 ,EN000 ,5/4/2017,5/5/2017
EMDX,1601,EMDX1601,NX001 ,NX001 ,5/5/2017,5/5/2017
EMDX,1601,EMDX1601,NX001 ,NX001 ,5/5/2017,5/5/2017
EMDX,1601,EMDX1601,NZ021S,EN000 ,5/5/2017,5/7/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,5/7/2017,5/8/2017
EMDX,1601,EMDX1601,NZ021S,NZ021 ,5/8/2017,5/8/2017
EMDX,1601,EMDX1601,NZ021S,NZ021S,5/8/2017,5/10/2017
EMDX,1601,EMDX1601,NX284S,EN000 ,5/11/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,NX284S,NX284S,5/13/2017,5/13/2017
EMDX,1601,EMDX1601,IY061S,EN000 ,5/13/2017,5/16/2017
EMDX,1601,EMDX1601,IY061S,IY061S,5/16/2017,5/16/2017
EMDX,1601,EMDX1601,WX817 ,EN000 ,5/16/2017,5/18/2017
EMDX,1601,EMDX1601,WX817 ,WX817 ,5/18/2017,5/18/2017
EMDX,1601,EMDX1601,JP016S,EN000 ,5/21/2017,5/24/2017
EMDX,1601,EMDX1601,JP016S,JP016S,5/24/2017,5/25/2017
EMDX,1601,EMDX1601,JP016S,JP016S,5/25/2017,5/25/2017
EMDX,1601,EMDX1601,JP016S,JP016 ,5/25/2017,5/27/2017
EMDX,1601,EMDX1601,JP016S,JP016S,5/27/2017,5/28/2017
EMDX,1601,EMDX1601,JP016S,JP016S,5/28/2017,5/28/2017
EMDX,1601,EMDX1601,JP016S,JP016S,5/28/2017,5/28/2017
EMDX,1602,EMDX1602,NZ020 ,EN000 ,12/30/2016,1/3/2017
EMDX,1602,EMDX1602,NZ020 ,NZ020 ,1/3/2017,1/4/2017
EMDX,1602,EMDX1602,NZ020 ,NZ020 ,1/3/2017,1/4/2017
EMDX,1602,EMDX1602,NX284E,EN000 ,1/8/2017,1/10/2017
EMDX,1602,EMDX1602,NX284E,NX284E,1/10/2017,1/10/2017
EMDX,1602,EMDX1602,NZ021S,EN000 ,1/10/2017,3/27/2017
EMDX,1602,EMDX1602,NZ021S,NZ021S,3/27/2017,3/28/2017
EMDX,1602,EMDX1602,NZ021S,NZ021 ,3/28/2017,3/28/2017
EMDX,1602,EMDX1602,NZ021S,NZ021S,3/28/2017,3/28/2017
EMDX,1602,EMDX1602,NZ021S,EN000 ,3/28/2017,3/31/2017
EMDX,1602,EMDX1602,NZ021S,NZ021S,3/31/2017,3/31/2017
EMDX,1602,EMDX1602,NZ021S,NZ021 ,3/31/2017,3/31/2017
EMDX,1602,EMDX1602,NZ021S,NZ021S,3/31/2017,4/1/2017
EMDX,1602,EMDX1602,NZ021S,NZ021S,4/1/2017,4/1/2017
EMDX,1602,EMDX1602,EC096 ,EN000 ,4/1/2017,4/2/2017
EMDX,1602,EMDX1602,EC096 ,EC096 ,4/2/2017,4/2/2017
EMDX,1602,EMDX1602,NP162S,EN000 ,4/7/2017,4/8/2017
EMDX,1602,EMDX1602,NP162S,NP162S,4/8/2017,4/8/2017
EMDX,1602,EMDX1602,NX284S,EN000 ,4/11/2017,4/16/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/16/2017,4/16/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/16/2017,4/17/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/17/2017,4/17/2017
EMDX,1602,EMDX1602,NX284S,EN000 ,4/22/2017,4/26/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/26/2017,4/26/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/26/2017,4/27/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/27/2017,4/27/2017
EMDX,1602,EMDX1602,NX284S,NX284S,4/27/2017,4/27/2017
EMDX,1602,EMDX1602,KP643 ,EN000 ,4/27/2017,4/29/2017
EMDX,1602,EMDX1602,KP643 ,KP643 ,4/29/2017,4/29/2017
EMDX,1602,EMDX1602,KP643 ,KP643 ,4/29/2017,4/29/2017
EMDX,1602,EMDX1602,NX284S,EN000 ,4/29/2017,5/8/2017
EMDX,1602,EMDX1602,NX284S,NX284S,5/8/2017,5/9/2017
EMDX,1602,EMDX1602,NX284S,NX284S,5/9/2017,5/9/2017
EMDX,1602,EMDX1602,SP760S,EN000 ,5/10/2017,5/12/2017
EMDX,1602,EMDX1602,SP760S,SP760S,5/12/2017,5/12/2017
EMDX,1602,EMDX1602,SP760S,SP760S,5/12/2017,5/12/2017
EMDX,1602,EMDX1602,SP760S,SP760S,5/12/2017,5/13/2017
EMDX,1602,EMDX1602,LS372S,EN000 ,5/13/2017,5/17/2017
EMDX,1602,EMDX1602,LS372S,LS372S,5/17/2017,5/17/2017
EMDX,1602,EMDX1602,SP760S,EN000 ,5/17/2017,5/20/2017
EMDX,1602,EMDX1602,SP760S,SP760S,5/20/2017,5/21/2017
EMDX,1602,EMDX1602,NX284 ,EN000 ,5/21/2017,5/24/2017
EMDX,1602,EMDX1602,NX284 ,NX284S,5/24/2017,5/24/2017
EMDX,1602,EMDX1602,NX284 ,NX284 ,5/24/2017,5/25/2017
EMDX,1602,EMDX1602,NX284S,EN000 ,5/25/2017,5/25/2017
EMDX,1602,EMDX1602,NX284S,NX284 ,5/25/2017,5/25/2017
EMDX,1602,EMDX1602,NX284S,NX284S,5/25/2017,5/26/2017
EMDX,1602,EMDX1602,NX284S,NX284S,5/26/2017,5/26/2017
GMTX,2116,GMTX2116,JH404D,EN000 ,3/17/2017,3/19/2017
GMTX,2116,GMTX2116,JH404D,JH404D,3/19/2017,3/19/2017
GMTX,2116,GMTX2116,JH404S,EN000 ,3/19/2017,3/20/2017
GMTX,2116,GMTX2116,JH404S,JH404S,3/20/2017,3/20/2017
GMTX,2116,GMTX2116,JH404D,EN000 ,3/20/2017,3/24/2017
GMTX,2116,GMTX2116,JH404D,JH404D,3/24/2017,3/27/2017
GMTX,2116,GMTX2116,JH404S,EN000 ,3/27/2017,3/29/2017
GMTX,2116,GMTX2116,JH404S,JH404S,3/29/2017,3/29/2017
GMTX,2116,GMTX2116,X 344E,EN000 ,4/8/2017,4/9/2017
GMTX,2116,GMTX2116,X 344E,X 344E,4/9/2017,4/10/2017
GMTX,2116,GMTX2116,X 344E,X 344E,4/10/2017,4/10/2017
GMTX,2116,GMTX2116,X 344E,X 344E,4/10/2017,4/10/2017
GMTX,2116,GMTX2116,X 344E,X 344E,4/10/2017,4/12/2017
GMTX,2116,GMTX2116,X 344E,EN000 ,5/2/2017,5/4/2017
GMTX,2116,GMTX2116,X 344E,X 344E,5/4/2017,5/4/2017
GMTX,2116,GMTX2116,X 344E,X 344E,5/4/2017,5/4/2017
GMTX,2116,GMTX2116,X 344E,X 344E,5/4/2017,5/4/2017
GMTX,2117,GMTX2117,TP250S,EN000 ,11/30/2016,1/13/2017
GMTX,2117,GMTX2117,TP250S,TP250S,1/13/2017,1/13/2017
GMTX,2117,GMTX2117,TP250S,TP250 ,1/13/2017,1/14/2017
GMTX,2117,GMTX2117,TP250S,TP250S,1/14/2017,1/14/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,1/26/2017,2/15/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/15/2017,2/15/2017
GMTX,2117,GMTX2117,X 344E,X 344D,2/15/2017,2/16/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/16/2017,2/17/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/17/2017,2/17/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,2/17/2017,2/23/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/23/2017,2/24/2017
GMTX,2117,GMTX2117,X 344E,X 344D,2/24/2017,2/24/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/24/2017,2/26/2017
GMTX,2117,GMTX2117,X 344E,X 344E,2/26/2017,2/27/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,3/8/2017,3/21/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/21/2017,3/22/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/22/2017,3/22/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/22/2017,3/22/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/22/2017,3/22/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,3/22/2017,3/25/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/25/2017,3/26/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/26/2017,3/26/2017
GMTX,2117,GMTX2117,X 344E,X 344E,3/26/2017,3/27/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,3/31/2017,4/1/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/1/2017,4/3/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/3/2017,4/3/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/3/2017,4/3/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/3/2017,4/3/2017
GMTX,2117,GMTX2117,X 344E,X 344D,4/3/2017,4/4/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/4/2017,4/5/2017
GMTX,2117,GMTX2117,X 344E,X 344D,4/5/2017,4/5/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/5/2017,4/7/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/7/2017,4/7/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,4/7/2017,4/17/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/17/2017,4/18/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/18/2017,4/18/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/18/2017,4/19/2017
GMTX,2117,GMTX2117,X 344E,X 344E,4/19/2017,4/19/2017
GMTX,2117,GMTX2117,X 344E,EN000 ,4/20/2017,5/4/2017
GMTX,2117,GMTX2117,X 344E,X 344E,5/4/2017,5/5/2017
GMTX,2117,GMTX2117,X 344E,X 344E,5/5/2017,5/5/2017
GMTX,2117,GMTX2117,X 344E,X 344E,5/5/2017,5/5/2017
GMTX,2118,GMTX2118,B 461 ,EN000 ,1/26/2017,2/22/2017
GMTX,2118,GMTX2118,B 461 ,B 461 ,2/22/2017,2/23/2017
GMTX,2118,GMTX2118,B 461 ,EN000 ,5/4/2017,5/26/2017
GMTX,2119,GMTX2119,X 344E,EN000 ,1/21/2017,3/12/2017
GMTX,2119,GMTX2119,X 344E,X 344E,3/12/2017,3/13/2017
GMTX,2119,GMTX2119,X 344E,X 344E,3/13/2017,3/13/2017
GMTX,2119,GMTX2119,X 344E,X 344D,3/13/2017,3/15/2017
GMTX,2119,GMTX2119,X 344E,X 344E,3/15/2017,3/16/2017
GMTX,2119,GMTX2119,X 344E,X 344E,3/16/2017,3/16/2017
GMTX,2119,GMTX2119,X 344E,EN000 ,3/16/2017,5/2/2017
GMTX,2119,GMTX2119,X 344E,X 344E,5/2/2017,5/4/2017
GMTX,2119,GMTX2119,X 344E,X 344E,5/4/2017,5/4/2017
GMTX,2119,GMTX2119,X 344E,X 344E,5/4/2017,5/4/2017
GMTX,2120,GMTX2120,KP643 ,EN000 ,12/30/2016,1/20/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,1/20/2017,1/21/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,1/21/2017,1/23/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,1/23/2017,1/23/2017
GMTX,2120,GMTX2120,KP643 ,EN000 ,2/26/2017,3/4/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,3/4/2017,3/4/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,3/4/2017,3/4/2017
GMTX,2120,GMTX2120,KP643 ,EN000 ,3/12/2017,4/14/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,4/14/2017,4/15/2017
GMTX,2120,GMTX2120,KP643 ,KP643 ,4/15/2017,4/15/2017
GMTX,2124,GMTX2124,TB114 ,EN000 ,12/15/2016,1/13/2017
GMTX,2124,GMTX2124,TB114 ,TB114 ,1/13/2017,1/15/2017
GMTX,2124,GMTX2124,TB114 ,TB114 ,1/15/2017,1/21/2017
GMTX,2124,GMTX2124,TB114 ,EN000 ,4/5/2017,4/21/2017
GMTX,2124,GMTX2124,TB114 ,TB114 ,4/21/2017,4/22/2017
GMTX,2124,GMTX2124,TB114 ,TB114 ,4/22/2017,4/29/2017
GMTX,2124,GMTX2124,TB114 ,EN000 ,4/29/2017,5/1/2017
GMTX,2124,GMTX2124,TB114 ,TB114 ,5/1/2017,5/1/2017
GMTX,2133,GMTX2133,TP250S,EN000 ,12/24/2016,2/2/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/2/2017,2/2/2017
GMTX,2133,GMTX2133,TP250S,TP250 ,2/2/2017,2/3/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/3/2017,2/5/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/5/2017,2/5/2017
GMTX,2133,GMTX2133,TP250S,EN000 ,2/5/2017,2/19/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/19/2017,2/19/2017
GMTX,2133,GMTX2133,TP250S,TP250 ,2/19/2017,2/20/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/20/2017,2/21/2017
GMTX,2133,GMTX2133,TP250S,TP250S,2/21/2017,2/21/2017
GMTX,2133,GMTX2133,TP250 ,EN000 ,3/22/2017,5/9/2017
GMTX,2133,GMTX2133,TP250 ,TP250S,5/9/2017,5/10/2017
GMTX,2133,GMTX2133,TP250 ,TP250 ,5/10/2017,5/11/2017
GMTX,2133,GMTX2133,TP250 ,TP250S,5/11/2017,5/12/2017
GMTX,2133,GMTX2133,TP250 ,TP250 ,5/12/2017,5/12/2017
GMTX,2135,GMTX2135,MX283S,EN000 ,1/1/2017,1/10/2017
GMTX,2135,GMTX2135,MX283S,MX283S,1/10/2017,1/11/2017
